episode,timestep,reward
1,450,93.0033
3,900,102.0259
6,1800,100.9266
8,2250,98.2788
9,2700,110.2906
11,3150,95.9131
13,3600,106.2627
14,4050,104.7406
16,4500,99.6394
19,5400,110.4929
21,5850,121.6186
24,6750,122.0503
26,7200,124.0049
27,7650,121.5762
29,8100,122.7624
31,8550,121.7501
32,9000,123.6747
34,9450,128.4085
37,10350,124.4749
39,10800,131.6049
42,11700,131.561
44,12150,140.1969
45,12600,121.0627
47,13050,127.8632
49,13500,129.9693
50,13950,142.4063
52,14400,142.7477
55,15300,153.3928
57,15750,150.7962
60,16650,157.4539
62,17100,160.1301
63,17550,160.9555
65,18000,168.7546
67,18450,165.6022
68,18900,140.9006
70,19350,165.4708
73,20250,177.7003
75,20700,175.7295
78,21600,180.8564
80,22050,173.9832
81,22500,186.8743
83,22950,192.8766
85,23400,194.3858
86,23850,197.4861
88,24300,198.3153
91,25200,197.8618
93,25650,197.2331
96,26550,202.6552
98,27000,201.9515
99,27450,198.8608
101,27900,203.8618
103,28350,203.1673
104,28800,203.2704
106,29250,197.1056
109,30150,202.8001
111,30600,201.4673
114,31500,204.0112
116,31950,204.0278
117,32400,200.6251
119,32850,204.0481
121,33300,203.0604
122,33750,202.9005
124,34200,201.663
127,35100,199.7728
129,35550,204.0481
132,36450,204.0373
134,36900,202.4527
135,37350,204.0778
137,37800,204.0778
139,38250,195.4088
140,38700,204.0778
142,39150,203.912
145,40050,203.658
147,40500,204.0278
150,41400,203.6455
152,41850,201.6136
153,42300,203.7673
155,42750,202.7278
157,43200,204.0157
158,43650,204.0778
160,44100,202.5378
163,45000,203.1364
165,45450,203.1462
168,46350,203.2445
170,46800,201.7488
171,47250,203.8294
173,47700,204.0468
175,48150,204.0778
176,48600,204.0778
178,49050,204.0778
181,49950,203.2445
183,50400,204.0778
186,51300,204.0778
188,51750,203.912
189,52200,202.7778
191,52650,204.0778
193,53100,204.0778
194,53550,204.0778
196,54000,203.862
199,54900,203.6778
201,55350,204.0778
204,56250,203.8642
206,56700,203.6778
207,57150,203.4778
209,57600,204.0278
211,58050,201.4383
212,58500,204.0778
214,58950,204.0157
217,59850,203.6017
219,60300,204.0778
222,61200,203.6382
224,61650,204.0481
225,62100,204.0778
227,62550,204.0778
229,63000,203.7778
230,63450,204.0778
232,63900,204.0778
235,64800,204.0778
237,65250,204.0778
240,66150,204.0778
242,66600,204.0778
243,67050,204.0778
245,67500,201.063
247,67950,204.0778
248,68400,204.0778
250,68850,204.0778
253,69750,204.0778
255,70200,201.0333
258,71100,204.0364
260,71550,201.7488
261,72000,204.0778
263,72450,204.0278
265,72900,204.0778
266,73350,204.0778
268,73800,204.0278
271,74700,204.0778
273,75150,204.0778
276,76050,204.0778
278,76500,204.0278
279,76950,204.0778
281,77400,203.4278
283,77850,204.0778
284,78300,204.0157
286,78750,203.9122
289,79650,204.0778
291,80100,204.0778
294,81000,203.3234
296,81450,204.0778
297,81900,204.0157
299,82350,204.0778
301,82800,204.0778
302,83250,204.0778
304,83700,204.0778
307,84600,203.9216
309,85050,204.0778
312,85950,202.9785
314,86400,204.0778
315,86850,204.0778
317,87300,204.0778
319,87750,204.0778
320,88200,203.5189
322,88650,201.1274
325,89550,204.0778
327,90000,204.0778
330,90900,204.0778
332,91350,202.7115
333,91800,204.0157
335,92250,204.0157
337,92700,204.0778
338,93150,198.1198
340,93600,204.0778
343,94500,204.0778
345,94950,203.5778
348,95850,203.8778
350,96300,204.0778
351,96750,204.0157
353,97200,204.0778
355,97650,204.0778
356,98100,204.0778
358,98550,204.0778
361,99450,203.8708
363,99900,204.0778
